Name,S-BERT_Similarity,Jaccard_Similarity,Combined_Score
BER,0.4514779,0.04285714285714286,0.6414913031033107
BWD,0.42698395,0.04580152671755725,0.6411088680493012
BUW,0.40309685,0.04838709677419355,0.6387062666877623
CKD,0.4994641,0.03597122302158273,0.6343058077551478
CKQ,0.41511098,0.046153846153846156,0.6332916097457593
BUP,0.5339005,0.031578947368421054,0.6330491262360622
ADI,0.4830308,0.03765690376569038,0.631992063487424
VK,0.41742527,0.045662100456621,0.6318115442310839
ADX,0.58502626,0.025,0.6307717168331146
AEN,0.50128406,0.03508771929824561,0.6296146597778588
BMI,0.53334594,0.031055900621118012,0.6288535311725569
WM,0.46109527,0.039735099337748346,0.6276832130571075
BCA,0.47852618,0.037037037037037035,0.6236760574358481
BUS,0.4626931,0.03864734299516908,0.6213487822364494
WJ,0.39342913,0.047058823529411764,0.6208733578990487
ABO,0.4383164,0.0411522633744856,0.6179480804092109
BTK,0.5058607,0.03278688524590164,0.6172562453590456
MB,0.49110985,0.034482758620689655,0.6164770899147822
BWV,0.3689973,0.04938271604938271,0.6161394361360573
ACM,0.41512185,0.04371584699453552,0.6159912630508506
CFV,0.41042113,0.04428044280442804,0.6159145313435375
BDX,0.463894,0.0375,0.6142463541030884
BSU,0.44698918,0.03953488372093023,0.6140021392356518
BOY,0.44698918,0.03953488372093023,0.6140021392356518
YR,0.4763341,0.03591160220994475,0.6137803567048594
YM,0.4763341,0.03591160220994475,0.6137803567048594
ADF,0.35419723,0.05084745762711865,0.6136764487977755
ATP,0.47232756,0.03636363636363636,0.613507725650614
ADT,0.4566422,0.03816793893129771,0.6126862147837195
ACR,0.4602503,0.03768115942028986,0.6123658508148746
AAJ,0.45363158,0.038461538461538464,0.6121542765544011
YB,0.45363152,0.038461538461538464,0.6121542169497564
AGR,0.45363152,0.038461538461538464,0.6121542169497564
JD,0.46553546,0.036827195467422094,0.6108960194898394
AEI,0.4890204,0.03389830508474576,0.6105115248995312
CC,0.452371,0.03827751196172249,0.6097521252324136
LX,0.47277635,0.03571428571428571,0.6092873888356345
ABS,0.46060836,0.037037037037037035,0.6081037777441519
AGT,0.38489115,0.046296296296296294,0.608039113106551
AAL,0.38489115,0.046296296296296294,0.608039113106551
YD,0.38489115,0.046296296296296294,0.608039113106551
CGE,0.4814201,0.03428571428571429,0.6066567732947213
AFB,0.42018676,0.041666666666666664,0.6058439751466115
BCQ,0.45243496,0.03768115942028986,0.605573603519495
ADZ,0.42608488,0.04081632653061224,0.6049325596313087
JN,0.43434823,0.039735099337748346,0.6044374910016723
FZ,0.40092725,0.043689320388349516,0.6034664614108003
ADY,0.48355794,0.03349282296650718,0.602885211112967
ANN,0.42570043,0.04054054054054054,0.6026403652655112
ABH,0.3785952,0.046242774566473986,0.6021873428297869
AFF,0.46846658,0.035211267605633804,0.6019703447818756
CJF,0.4251697,0.04040404040404041,0.6012099637527659
CFI,0.4251697,0.04040404040404041,0.6012099637527659
AU,0.44303718,0.03819444444444445,0.6010503623220655
AO,0.44303718,0.03819444444444445,0.6010503623220655
ATZ,0.5021268,0.030864197530864196,0.6003600771044507
BZN,0.34562358,0.05,0.600208203792572
ARG,0.37675923,0.045871559633027525,0.5979560706593574
BNH,0.48621517,0.03208556149732621,0.5952030366436045
ABF,0.42903376,0.03900709219858156,0.594649876389943
KC,0.47692108,0.033112582781456956,0.5944174451149062
BEU,0.30568787,0.05405405405405406,0.5942840837143564
BUT,0.45393246,0.035897435897435895,0.5942106339259026
AEZ,0.3855983,0.04371584699453552,0.5903325065563285
AUQ,0.4458238,0.03626943005181347,0.5898045862585769
BXL,0.42430073,0.038834951456310676,0.5893142115722582
CHO,0.46638066,0.03367003367003367,0.5892147383705936
CBB,0.46638066,0.03367003367003367,0.5892147383705936
CCZ,0.46638066,0.03367003367003367,0.5892147383705936
BYU,0.4101711,0.04054054054054054,0.5891439067350852
G,0.49414575,0.03018867924528302,0.588627615357345
AFQ,0.5071277,0.02857142857142857,0.5884276689801897
WI,0.44197118,0.03636363636363636,0.5871251601522619
ZT,0.49560422,0.029661016949152543,0.5861487356282897
AGC,0.49560422,0.029661016949152543,0.5861487356282897
BMP,0.5003197,0.029023746701846966,0.5857223534332416
ABK,0.4156716,0.039301310043668124,0.5851258117298892
CFW,0.43031895,0.0375,0.5850664532184601
AL,0.43947008,0.03618421052631579,0.5836775447192946
ACL,0.4515487,0.03468208092485549,0.583509905179801
BNR,0.51885104,0.02643171806167401,0.583424423129548
BXA,0.38714114,0.0425531914893617,0.5834185185584616
ZV,0.5272155,0.025404157043879907,0.5833982117869837
AGE,0.5272155,0.025404157043879907,0.5833982117869837
XO,0.5272155,0.025404157043879907,0.5833982117869837
BGP,0.47119242,0.03225806451612903,0.583371619255312
BQW,0.4920659,0.029649595687331536,0.5829925218361086
BQM,0.44247445,0.03571428571428571,0.5829521792275565
CFT,0.43293607,0.0368763557483731,0.5829131220788604
BIV,0.4715644,0.03205128205128205,0.5822267593481601
BGX,0.4715644,0.03205128205128205,0.5822267593481601
AZM,0.4589429,0.0335195530726257,0.5816822024031059
BYP,0.38693976,0.04225352112676056,0.581115859746933
ADS,0.4338396,0.0364963503649635,0.5810003154469232
AYC,0.48338446,0.030418250950570342,0.5809049798508561
BAP,0.37113547,0.04390243902439024,0.5790877632687731
CGO,0.48165286,0.03021978021978022,0.5779909097886348
BUJ,0.38072205,0.04247104247104247,0.5772564743936752
ABB,0.38343322,0.04205607476635514,0.5766664647053334
BRN,0.48668125,0.029411764705882353,0.5766241525902467
BRW,0.48668125,0.029411764705882353,0.5766241525902467
BOA,0.48668122,0.029411764705882353,0.5766241227879243
CQ,0.4350146,0.03571428571428571,0.5764688628060477
BOO,0.5133091,0.025974025974025976,0.575358336776882
BSK,0.513309,0.025974025974025976,0.5753582473699148
BDY,0.45223933,0.03333333333333333,0.5745340160528819
BVA,0.45598117,0.03286384976525822,0.5744526823361715
AZD,0.39165235,0.04072398190045249,0.5743518048012418
HO,0.352448,0.045454545454545456,0.5738665261051872
CHB,0.4062469,0.03862660944206009,0.5721445075687932
CX,0.4078605,0.03827751196172249,0.5710682637383493
BTD,0.49616492,0.02741514360313316,0.5706903326449133
BVG,0.46337545,0.0313588850174216,0.570193767007635
CIW,0.47144902,0.030303030303030304,0.5697138871207381
CFB,0.47144902,0.030303030303030304,0.5697138871207381
CEH,0.47144902,0.030303030303030304,0.5697138871207381
CCJ,0.47144902,0.030303030303030304,0.5697138871207381
SP,0.45707715,0.032,0.5692718610286712
ACZ,0.4552275,0.03215434083601286,0.5687601734970926
BRC,0.4499799,0.03278688524590164,0.5686905596099916
BUX,0.36036,0.043478260869565216,0.566711165594018
BUY,0.36036,0.043478260869565216,0.566711165594018
CKT,0.37778983,0.04132231404958678,0.5665521358162904
ABZ,0.41729105,0.036458333333333336,0.5663481513659159
BQN,0.5013332,0.025974025974025976,0.5649501141015585
BRI,0.46134016,0.030844155844155844,0.5647703326367712
CMC,0.44279277,0.03308823529411765,0.5645838762030881
AQI,0.3593591,0.04329004329004329,0.5645049505935602
BEJ,0.37542486,0.04128440366972477,0.564227595351158
CGB,0.49078515,0.026988636363636364,0.5629866236990149
ADW,0.4303876,0.03436426116838488,0.5628623717634129
YP,0.44528827,0.032520325203252036,0.5627205189650621
AWE,0.44913852,0.032,0.5623724445819854
BUH,0.46015126,0.03056768558951965,0.5617741175093505
ABQ,0.417368,0.03571428571428571,0.5611322896821158
AEL,0.42913744,0.034220532319391636,0.5607553936682727
AOK,0.4069091,0.036885245901639344,0.5603563390794347
ZH,0.48223463,0.027586206896551724,0.5597981653953421
XD,0.48223463,0.027586206896551724,0.5597981653953421
WP,0.48223463,0.027586206896551724,0.5597981653953421
AEC,0.44209582,0.032418952618453865,0.5592262370033454
ACK,0.44209582,0.032418952618453865,0.5592262370033454
ADA,0.45676845,0.030612244897959183,0.5591505192980475
ZP,0.47248012,0.02867383512544803,0.5590427273917796
AFY,0.47248012,0.02867383512544803,0.5590427273917796
XL,0.47248012,0.02867383512544803,0.5590427273917796
AKJ,0.452919,0.031055900621118012,0.5589549258258772
AFT,0.44803345,0.031609195402298854,0.5586373222970414
FU,0.35530692,0.04285714285714286,0.5579096468857356
QB,0.42104912,0.034782608695652174,0.5577166323558144
AFL,0.33321416,0.045454545454545456,0.557150492884896
BEZ,0.44611079,0.031630170316301706,0.557115257772506
BTR,0.4576039,0.03006012024048096,0.5559565082102835
AFI,0.43078783,0.03333333333333333,0.5558906368414561
JZ,0.41767347,0.034934497816593885,0.5558612746963334
AVB,0.3792745,0.0395778364116095,0.555456636134427
DX,0.3792745,0.0395778364116095,0.555456636134427
AHM,0.43821785,0.03225806451612903,0.554713616640337
WW,0.43821782,0.03225806451612903,0.5547135868380146
ZB,0.43821782,0.03225806451612903,0.5547135868380146
BMW,0.46128646,0.029411764705882353,0.5545536851181703
WH,0.46484286,0.028901734104046242,0.5540232965022842
AVI,0.44597173,0.0311284046692607,0.5534318732612328
BBC,0.41207188,0.035256410256410256,0.5532785542500325
BTT,0.38384724,0.03869047619047619,0.553130548057102
BWR,0.39233637,0.03763440860215054,0.5530103013079654
ABR,0.39198267,0.03765690376569038,0.5528626358159915
BAK,0.47247776,0.027777777777777776,0.5526786638630761
BGG,0.4656316,0.02857142857142857,0.5523636402402605
RY,0.36109376,0.04132231404958678,0.552041653266623
CAH,0.50238967,0.024,0.5518527094364166
XQ,0.4387198,0.031746031746031744,0.5515144303677574
AGG,0.4387198,0.031746031746031744,0.5515144303677574
ZY,0.4387198,0.031746031746031744,0.5515144303677574
BVP,0.4533471,0.029900332225913623,0.551122442412614
BPH,0.5899495,0.013071895424836602,0.5503609533793007
CNG,0.45753297,0.02926829268292683,0.5502729013489513
ADC,0.41111568,0.03492063492063492,0.5500635116062467
AXB,0.35595506,0.041666666666666664,0.5500205596288045
WV,0.48242402,0.026143790849673203,0.5497216096890518
AHL,0.48242402,0.026143790849673203,0.5497216096890518
YZ,0.48242402,0.026143790849673203,0.5497216096890518
BRK,0.4458252,0.030612244897959183,0.5496397935614294
BZY,0.37192422,0.039647577092511016,0.54956372676967
CCY,0.46219882,0.02857142857142857,0.5493802191529955
CHN,0.46219882,0.02857142857142857,0.5493802191529955
CBA,0.46219882,0.02857142857142857,0.5493802191529955
XX,0.47443774,0.02702702702702703,0.5490517448734593
AAE,0.47443774,0.02702702702702703,0.5490517448734593
AGM,0.47443774,0.02702702702702703,0.5490517448734593
AWH,0.41970375,0.033707865168539325,0.5489166889967543
ATX,0.485515,0.02564102564102564,0.5488383282453586
CJK,0.42225206,0.03333333333333333,0.548472242752711
CFN,0.42225206,0.03333333333333333,0.548472242752711
AFG,0.4308221,0.03225806451612903,0.5482860007593708
CGF,0.43889314,0.03125,0.5481432557106019
KH,0.39840332,0.03619909502262444,0.548092350781773
YC,0.4379816,0.03125,0.5473510205745697
AGS,0.4379816,0.03125,0.5473510205745697
AAK,0.4379816,0.03125,0.5473510205745697
CGM,0.452967,0.029333333333333333,0.5467664213339487
CBQ,0.45869854,0.02857142857142857,0.5463381470952715
CDO,0.45869854,0.02857142857142857,0.5463381470952715
CID,0.45869854,0.02857142857142857,0.5463381470952715
HJ,0.43901122,0.030973451327433628,0.5462823695313614
ADV,0.50574934,0.02269861286254729,0.5455327432964369
BPK,0.4789088,0.025925925925925925,0.5451197028601611
BOH,0.49689066,0.0236318407960199,0.5444596488677447
BSD,0.4968906,0.0236318407960199,0.5444595892630999
BEF,0.37560666,0.038461538461538464,0.5443432344840123
BNG,0.43369532,0.031135531135531136,0.5428131205476684
CGA,0.47141144,0.026499302649930265,0.542674757438391
GC,0.47336498,0.026217228464419477,0.542369839225369
AUO,0.5196116,0.02054794520547945,0.5423106215588034
ACE,0.4469964,0.029411764705882353,0.5421342527165132
AFS,0.39142585,0.03619909502262444,0.5420282636292919
AHE,0.39142585,0.03619909502262444,0.5420282636292919
CFS,0.47526738,0.025925925925925925,0.5419549644434893
BZV,0.35613737,0.04040404040404041,0.5412143423099711
BGM,0.38665196,0.036585365853658534,0.5406218264161087
BKK,0.44998586,0.02877697841726619,0.5402254067307753
BIM,0.44998586,0.02877697841726619,0.5402254067307753
BXT,0.4331311,0.03076923076923077,0.5397220205343687
NH,0.3976148,0.035,0.5388934717178344
AYF,0.46741843,0.02643171806167401,0.5387246052336587
AYI,0.45849538,0.027522935779816515,0.5387172695146788
BZD,0.4580189,0.027559055118110236,0.5385596135469872
RZ,0.44715786,0.028846153846153848,0.5382587547485644
BMH,0.44012856,0.0297029702970297,0.5382330330881742
ACD,0.3905132,0.03571428571428571,0.5377929585320609
ADP,0.3821888,0.03672316384180791,0.5377212708615987
ACF,0.4094388,0.033210332103321034,0.5364629982362374
BDL,0.4099115,0.03314917127071823,0.5364395813388718
CLO,0.37449348,0.0374331550802139,0.5360742694872586
CKA,0.38622558,0.035897435897435895,0.5353669616503594
CBH,0.38003293,0.03663003663003663,0.5351864254518306
CDF,0.38003293,0.03663003663003663,0.5351864254518306
CHU,0.38003293,0.03663003663003663,0.5351864254518306
BEG,0.4508782,0.027950310559006212,0.5351316107726245
IF,0.4508782,0.027950310559006212,0.5351316107726245
BQA,0.362285,0.03875968992248062,0.5348823248415955
BWX,0.40655252,0.03333333333333333,0.5348278454939525
TD,0.38853306,0.03551912568306011,0.5346863574017593
BRP,0.45922625,0.026865671641791045,0.5346859008340693
BMX,0.432827,0.02992957746478873,0.533496195077896
BOU,0.40179452,0.033707865168539325,0.5333518896879774
BSQ,0.40179452,0.033707865168539325,0.5333518896879774
AWU,0.39381596,0.034653465346534656,0.5331315147994768
XI,0.4291218,0.030303030303030304,0.5329275394930983
WX,0.4291218,0.030303030303030304,0.5329275394930983
BCD,0.45076114,0.027649769585253458,0.5328960247303484
CAW,0.43456373,0.029585798816568046,0.5325647350951764
CET,0.43456373,0.029585798816568046,0.5325647350951764
CHJ,0.43456373,0.029585798816568046,0.5325647350951764
CCU,0.43456373,0.029585798816568046,0.5325647350951764
BMZ,0.47745126,0.024271844660194174,0.5321089781603767
AZH,0.46885893,0.02531645569620253,0.5320581783976736
BRF,0.45298392,0.027227722772277228,0.5318312788953875
FI,0.38330692,0.03571428571428571,0.5315300004822867
AB,0.4524966,0.027227722772277228,0.531407758091936
BTV,0.42140394,0.030927835051546393,0.5306561041124088
DR,0.428194,0.03007518796992481,0.5305034974912055
AIC,0.39217734,0.034482758620689655,0.5304953930706813
AER,0.43856913,0.02877697841726619,0.5303032003289504
AYK,0.4651388,0.025477707006369428,0.529969927953307
BVN,0.42254567,0.030634573304157548,0.5295662140298463
AIN,0.38768095,0.03488372093023256,0.5294344257476717
GU,0.4206023,0.030848329048843187,0.5293948928004365
AWD,0.42101985,0.03076923076923077,0.5291961978949034
BMA,0.42476547,0.030303030303030304,0.5291414822592879
BES,0.4745369,0.024193548387096774,0.5290202348462997
ID,0.38357523,0.03529411764705882,0.528779980575337
BBL,0.4048797,0.03260869565217391,0.5282290712646815
BEK,0.40068224,0.033112582781456956,0.5281586868084029
BFD,0.47349793,0.024096385542168676,0.5274273980812854
AGB,0.35182208,0.03896103896103896,0.5272186482107484
ZS,0.35182208,0.03896103896103896,0.5272186482107484
IM,0.36091053,0.03773584905660377,0.5264185180079262
KB,0.36091053,0.03773584905660377,0.5264185180079262
AAW,0.45894513,0.02569593147751606,0.5261364262287826
BWY,0.32828516,0.041666666666666664,0.5259727974732716
CGI,0.43180203,0.028925619834710745,0.5254773044881742
DF,0.45777377,0.02572347266881029,0.5253139511565303
RF,0.44598466,0.027149321266968326,0.5251916165804971
KU,0.382327,0.034934497816593885,0.5251418454418015
CMZ,0.38077807,0.03508771929824561,0.524883576861599
IW,0.42679638,0.029411764705882353,0.5245785390629487
HW,0.42930853,0.02909090909090909,0.5244837823347612
BUC,0.38119185,0.03496503496503497,0.5243721129177333
BEN,0.42074814,0.030100334448160536,0.524210910215027
BNE,0.46522492,0.024630541871921183,0.52402988913024
BUO,0.4167135,0.03056768558951965,0.5240226216711852
ACT,0.48199743,0.022556390977443608,0.5238803297057187
CGP,0.43771994,0.027932960893854747,0.5235726512011203
GW,0.41203484,0.03103448275862069,0.5232706825075478
HL,0.43849322,0.027777777777777776,0.5231428934468163
BNB,0.47592944,0.023157894736842106,0.5228773364393334
BOD,0.4723509,0.02356020942408377,0.5226236897613366
BRZ,0.4723509,0.02356020942408377,0.5226236897613366
WC,0.3893237,0.03365384615384615,0.5221300248916332
BCR,0.52902025,0.01652892561983471,0.5219525947058496
UO,0.4418745,0.02717391304347826,0.5217941118323285
SE,0.38406104,0.03418803418803419,0.5213489975175287
CHL,0.46150017,0.024691358024691357,0.5212245257548344
CAY,0.46150017,0.024691358024691357,0.5212245257548344
CCW,0.46150017,0.024691358024691357,0.5212245257548344
CNZ,0.42222393,0.029498525073746312,0.5212206364029628
AXX,0.32186228,0.04177545691906005,0.5211631140727598
OB,0.3922062,0.03314917127071823,0.5210519866390122
AYM,0.3824991,0.03428571428571429,0.5206850602286203
ANR,0.46031642,0.024734982332155476,0.5205054821690064
BRX,0.42960396,0.028409090909090908,0.519899620251222
BOB,0.42960396,0.028409090909090908,0.519899620251222
COJ,0.47756177,0.02252252252252252,0.5197848438679635
CFX,0.4408527,0.02696629213483146,0.5194319537784277
ABW,0.5079793,0.018726591760299626,0.5192694086930278
BUZ,0.37811422,0.03461538461538462,0.5192148668032426
AZX,0.454912,0.025210084033613446,0.5191817390317677
AXU,0.454912,0.025210084033613446,0.5191817390317677
SX,0.4169467,0.029850746268656716,0.5191350082852947
AZ,0.39687133,0.03225806451612903,0.518779585630663
BXG,0.3784571,0.034482758620689655,0.5185712156624629
COR,0.3829319,0.03389830508474576,0.5183105900125988
DV,0.41943058,0.029411764705882353,0.5181769704117494
BJG,0.4548831,0.025069637883008356,0.5181594480046987
BHI,0.4548831,0.025069637883008356,0.5181594480046987
BKY,0.4548831,0.025069637883008356,0.5181594480046987
CBV,0.45268863,0.02531645569620253,0.5180046548571767
CDT,0.45268863,0.02531645569620253,0.5180046548571767
CII,0.45268863,0.02531645569620253,0.5180046548571767
ABY,0.43250054,0.027777777777777776,0.5179346991909874
BMU,0.42949143,0.028037383177570093,0.5171626841353478
BGL,0.49830833,0.0196078431372549,0.5171213531026653
AEJ,0.46082646,0.02416918429003021,0.5169315660107892
AFN,0.39722243,0.031914893617021274,0.5166482182259255
IU,0.3505739,0.03759398496240601,0.5164277602855424
BWA,0.41200325,0.02997275204359673,0.5157049166896363
CGH,0.380329,0.033846153846153845,0.5156781709377583
CJG,0.34254584,0.038461538461538464,0.5156102492259099
CFJ,0.34254584,0.038461538461538464,0.5156102492259099
CHT,0.41552866,0.02952029520295203,0.5155563902810931
CDE,0.41552866,0.02952029520295203,0.5155563902810931
CBG,0.41552866,0.02952029520295203,0.5155563902810931
BCC,0.49174657,0.020134228187919462,0.5151558933642086
WF,0.43584666,0.026936026936026935,0.5148663490308254
BBP,0.4125467,0.029787234042553193,0.5148600460874273
AXW,0.45700604,0.024242424242424242,0.5141312631332513
CGS,0.43124992,0.02733485193621868,0.5137030052161162
BUL,0.42932397,0.02756892230576441,0.5136910872053084
COO,0.39633423,0.03160270880361174,0.5136597662962317
M,0.4036786,0.03070175438596491,0.5136459321306462
AVQ,0.4036786,0.03070175438596491,0.5136459321306462
BUM,0.3917104,0.03216374269005848,0.5136245617392468
CLS,0.34798914,0.0375,0.5135140872001648
B,0.37441736,0.034220532319391636,0.5131984867297198
AWO,0.36090666,0.035794183445190156,0.5126293245044597
AYL,0.4336484,0.026881720430107527,0.5125702949621345
AOA,0.38271475,0.033112582781456956,0.5125432533538894
AVV,0.4885956,0.020114942528735632,0.5122804595821205
AUU,0.39883715,0.031088082901554404,0.5121811939027026
ABA,0.41546953,0.029045643153526972,0.5121349815263787
BPQ,0.46051636,0.023529411764705882,0.5121196786796345
EE,0.46870983,0.02252252252252252,0.5120916723668039
BUV,0.38700736,0.032490974729241874,0.5118605207019764
AVG,0.39028442,0.03205128205128205,0.5115867914297642
PZ,0.41306335,0.02914798206278027,0.510770388622455
XA,0.42852053,0.027237354085603113,0.5106386844286195
AHP,0.42852053,0.027237354085603113,0.5106386844286195
ZE,0.42852053,0.027237354085603113,0.5106386844286195
BNC,0.47999287,0.020930232558139535,0.5105924505688424
AHA,0.34001666,0.03804347826086957,0.5104439515134562
AAR,0.34001666,0.03804347826086957,0.5104439515134562
YJ,0.34001666,0.03804347826086957,0.5104439515134562
BYT,0.28420168,0.04477611940298507,0.5097372085300844
BBE,0.44860542,0.024615384615384615,0.5094783684473772
GA,0.46117014,0.023076923076923078,0.5094752200750204
AFK,0.418303,0.02830188679245283,0.5093168772616476
GM,0.4157096,0.02857142857142857,0.5089767040525164
ACA,0.3751331,0.03349282296650718,0.5086537843971162
GX,0.41523135,0.028469750889679714,0.5078391395217583
AEM,0.3922905,0.03125,0.5076411545276642
BQV,0.41492802,0.028455284552845527,0.507472797186394
CIF,0.45599306,0.023333333333333334,0.5067963570753733
CBS,0.45599306,0.023333333333333334,0.5067963570753733
CDQ,0.45599306,0.023333333333333334,0.5067963570753733
BAB,0.4637925,0.022357723577235773,0.5066479766271947
EH,0.4022102,0.029850746268656716,0.5063276092507946
GH,0.39293098,0.030947775628626693,0.506052009268471
AW,0.45238286,0.023605150214592276,0.5055886386290129
Y,0.4629249,0.022222222222222223,0.5049318884478675
CZ,0.42207593,0.027210884353741496,0.5048497902698257
CJA,0.48103756,0.019966722129783693,0.504659454279057
IS,0.35727835,0.03503184713375796,0.5040633827637715
BBB,0.44472623,0.024291497975708502,0.5038073855855687
CEF,0.44861606,0.023809523809523808,0.5037659954457056
CCH,0.44861606,0.023809523809523808,0.5037659954457056
CEZ,0.44861606,0.023809523809523808,0.5037659954457056
CAM,0.44861606,0.023809523809523808,0.5037659954457056
CIU,0.44861606,0.023809523809523808,0.5037659954457056
AOP,0.46843058,0.02127659574468085,0.5030028821306025
ZK,0.3643501,0.034013605442176874,0.502979910292593
AFV,0.3643501,0.034013605442176874,0.502979910292593
XH,0.3643501,0.034013605442176874,0.502979910292593
ZM,0.3643501,0.034013605442176874,0.502979910292593
Z,0.38174963,0.03184713375796178,0.502719778923472
CGL,0.4101881,0.028350515463917526,0.502609510642966
BGS,0.37971747,0.03205128205128205,0.5024030865767063
BIQ,0.37971747,0.03205128205128205,0.5024030865767063
AJJ,0.3988883,0.0297029702970297,0.5023913296732572
AZP,0.4383855,0.024822695035460994,0.502068167079425
JT,0.43299296,0.025380710659898477,0.5013434840035318
BMC,0.46632248,0.02127659574468085,0.5011707545594966
BCT,0.48966628,0.018404907975460124,0.5010697321657754
BYS,0.28451914,0.043478260869565216,0.5007983079423075
AWS,0.45800415,0.022222222222222223,0.5006552849875556
AQG,0.485397,0.018867924528301886,0.5006467605536838
BQD,0.4271041,0.025936599423631124,0.5001723116000723
AOT,0.37226832,0.03257328990228013,0.49963535402419124
BPN,0.5444039,0.011494252873563218,0.4995762764722451
CGQ,0.4014818,0.028985507246376812,0.4995513512604478
BTZ,0.45355654,0.022598870056497175,0.4994640935949013
BQQ,0.45776772,0.02207505518763797,0.49940494183146666
BUN,0.4022751,0.028846153846153848,0.49925138904498173
CFH,0.39632154,0.02956989247311828,0.49921574349044473
CJE,0.39632154,0.02956989247311828,0.49921574349044473
DA,0.38818008,0.030508474576271188,0.4988039792392214
BVB,0.38095915,0.03133903133903134,0.4984252486133847
ACO,0.4744729,0.019867549668874173,0.4982500328133438
BQZ,0.45730636,0.02195121951219512,0.49812471828809596
BEI,0.5121393,0.015238095238095238,0.49811655212583994
JA,0.5121393,0.015238095238095238,0.49811655212583994
AEF,0.39271516,0.029850746268656716,0.49807552499557606
AWR,0.45667285,0.022,0.49792049164772034
BPS,0.41360593,0.027237354085603113,0.49767649213163767
ACG,0.44382632,0.023529411764705882,0.4976144711410298
DC,0.36130387,0.033582089552238806,0.49726865816472177
FJ,0.40841556,0.027777777777777776,0.49700256122483144
LG,0.36573833,0.03296703296703297,0.49675573313629234
SS,0.3964787,0.029197080291970802,0.4967053610478004
BVQ,0.40798342,0.027777777777777776,0.4966269923581017
BOP,0.4855277,0.018276762402088774,0.4965630861081903
BSL,0.4855277,0.018276762402088774,0.4965630861081903
CEN,0.44956642,0.022641509433962263,0.4962990647441936
CAQ,0.44956642,0.022641509433962263,0.4962990647441936
CHD,0.44956642,0.022641509433962263,0.4962990647441936
CCO,0.44956642,0.022641509433962263,0.4962990647441936
AHV,0.37757438,0.03142857142857143,0.4961193152155195
BTE,0.4699714,0.02009456264775414,0.4959495846965916
OX,0.387752,0.030156815440289506,0.4959351471810634
YI,0.44500837,0.023121387283236993,0.4957448131776269
AAQ,0.44500837,0.023121387283236993,0.4957448131776269
AGY,0.44500837,0.023121387283236993,0.4957448131776269
AGZ,0.44500837,0.023121387283236993,0.4957448131776269
GO,0.41558513,0.026717557251908396,0.4957060352536558
BVY,0.44992304,0.022508038585209004,0.4956613360685551
CJR,0.38055313,0.030985915492957747,0.49556526660919187
AFP,0.4240118,0.02564102564102564,0.49538622391529574
KI,0.4104892,0.027190332326283987,0.4946339045586543
BT,0.40385792,0.027950310559006212,0.49426651730300475
DK,0.4420298,0.023255813953488372,0.49411058301149413
BVD,0.43134582,0.02456140350877193,0.4940948784769627
AKX,0.38416952,0.030303030303030304,0.4938597644820358
RI,0.420898,0.025806451612903226,0.4938545782335343
DQ,0.37481627,0.03137254901960784,0.4933244957175909
AXG,0.43715382,0.023728813559322035,0.4932311687833172
AWN,0.3512962,0.034210526315789476,0.4930329600133394
ASZ,0.3047337,0.0399002493765586,0.4929627910813786
BZS,0.3977555,0.028469750889679714,0.49265098196331714
CH,0.40286237,0.027777777777777776,0.4921763135327233
CJB,0.42415884,0.025139664804469275,0.4919543543341439
CFE,0.42415884,0.025139664804469275,0.4919543543341439
BD,0.47236875,0.019230769230769232,0.49190016159644495
CML,0.4604028,0.020689655172413793,0.4918587015826127
CEX,0.48079166,0.01818181818181818,0.4917729237946597
CCF,0.48079166,0.01818181818181818,0.4917729237946597
CED,0.48079166,0.01818181818181818,0.4917729237946597
CIS,0.48079166,0.01818181818181818,0.4917729237946597
AKG,0.3786965,0.03067484662576687,0.49174309051109966
BME,0.3907491,0.029197080291970802,0.49172578040700754
ATL,0.50812066,0.014814814814814815,0.49161866735529014
NZ,0.387752,0.0294811320754717,0.491137795290857
COM,0.45573622,0.021148036253776436,0.4910575284158355
KJ,0.3745497,0.031073446327683617,0.49096918335068696
LY,0.34788653,0.034334763948497854,0.49095174268591557
CMF,0.44216627,0.022774327122153208,0.4908106099497951
HF,0.3704261,0.031496062992125984,0.4903859429941403
AZZ,0.4077841,0.026881720430107527,0.49009177409192567
OV,0.38227993,0.03,0.49006602215766903
BVE,0.4222443,0.02510460251046025,0.4900415185854525
ABL,0.34636146,0.03436426116838488,0.48983571465892073
CFR,0.35635585,0.033112582781456956,0.48963486378556054
AVS,0.40136206,0.027559055118110236,0.48931947143997734
AOZ,0.42566824,0.02456140350877193,0.489160507959232
BL,0.49958286,0.015503875968992248,0.48909084912418394
BZB,0.38162515,0.029850746268656716,0.4884372453191387
CNM,0.32039875,0.03728813559322034,0.4880311993421134
BXJ,0.40927988,0.026402640264026403,0.48799028221530094
APD,0.36597726,0.03164556962025317,0.4875810059565532
CBI,0.362296,0.03205128205128205,0.487262195501572
CHV,0.362296,0.03205128205128205,0.487262195501572
CDG,0.362296,0.03205128205128205,0.487262195501572
BZC,0.43840903,0.022727272727272728,0.4872111428867687
