Resume_ID,ML_Prediction_KFold,ML_Probability_KFold,S-BERT_Similarity,TF-IDF_Jaccard_Combined,True_Label
2285,1,0.99,0.38713008,0.005215946722689489,1
687,1,0.99,0.32630473,0.01870085751136023,1
632,1,0.99,0.32630473,0.01870085751136023,1
1663,1,0.99,0.30602556,0.015587277283857075,1
1619,1,0.99,0.30602556,0.015587277283857075,1
1655,1,0.99,0.41430914,0.020106648212246003,1
700,1,0.99,0.37945,0.013333424988434772,1
882,1,0.99,0.34093285,0.029634949704339615,1
2116,1,0.99,0.38713008,0.005215946722689489,1
693,1,0.99,0.38595992,0.04172088089605594,1
713,1,0.99,0.29966226,0.029652373159643645,1
640,1,0.99,0.37945,0.013333424988434772,1
1612,1,0.99,0.41430914,0.020106648212246003,1
1856,1,0.98,0.30963194,0.005478392416460054,1
851,1,0.98,0.35638577,0.023285918723012854,1
2240,1,0.98,0.32062468,0.016400327071243823,1
857,1,0.98,0.4376483,0.021466869667008715,1
1616,1,0.98,0.32410654,0.005974985315360237,1
617,1,0.98,0.37663484,0.016288919025963182,1
2253,1,0.98,0.30026653,0.01039098902454895,1
1669,1,0.98,0.3721646,0.021491115497636454,1
612,1,0.98,0.295733,0.025351102399218183,1
868,1,0.98,0.3324315,0.03196653404298982,1
636,1,0.98,0.4376483,0.021466869667008715,1
682,1,0.98,0.295733,0.025351102399218183,1
1756,1,0.98,0.30963194,0.005478392416460054,1
879,1,0.98,0.38995427,0.019526696093888796,1
715,1,0.98,0.38995427,0.019526696093888796,1
871,1,0.98,0.3508042,0.013862732494742902,1
790,1,0.98,0.32434952,0.028775623517249892,1
1659,1,0.98,0.32410654,0.005974985315360237,1
2152,1,0.98,0.3184773,0.013172672026903686,1
647,1,0.98,0.45137575,0.007395742806241235,1
893,1,0.98,0.37663484,0.016288919025963182,1
870,1,0.98,0.45137575,0.007395742806241235,1
2134,1,0.98,0.30026653,0.01039098902454895,1
656,1,0.98,0.38995427,0.019526696093888796,1
2102,1,0.98,0.3184773,0.013172672026903686,1
736,1,0.98,0.3465562,0.028993073179840102,1
706,1,0.98,0.45137575,0.007395742806241235,1
880,1,0.98,0.34087574,0.01677521741718014,1
1566,1,0.98,0.32410654,0.005974985315360237,1
1625,1,0.98,0.3721646,0.021491115497636454,1
704,1,0.98,0.3324315,0.03196653404298982,1
2172,1,0.98,0.32062468,0.016400327071243823,1
823,1,0.98,0.48438573,0.03010043083082649,1
673,1,0.98,0.37663484,0.016288919025963182,1
838,1,0.98,0.40242636,0.021347707811408833,1
1575,1,0.98,0.3721646,0.021491115497636454,1
626,1,0.98,0.295733,0.025351102399218183,1
2121,1,0.98,0.32062468,0.016400327071243823,1
889,1,0.98,0.35638577,0.023285918723012854,1
2071,1,0.98,0.32062468,0.016400327071243823,1
717,1,0.98,0.34087574,0.01677521741718014,1
1421,1,0.98,0.3053329,0.01383239837029705,1
648,1,0.98,0.3508042,0.013862732494742902,1
2271,1,0.98,0.3184773,0.013172672026903686,1
692,1,0.98,0.4376483,0.021466869667008715,1
645,1,0.98,0.3324315,0.03196653404298982,1
2084,1,0.98,0.30026653,0.01039098902454895,1
707,1,0.98,0.3508042,0.013862732494742902,1
866,1,0.97,0.3812884,0.010651751333313746,1
2145,1,0.97,0.30698034,0.006447757146196824,1
698,1,0.97,0.40102357,0.025431400347926313,1
863,1,0.97,0.40102357,0.025431400347926313,1
651,1,0.97,0.3862252,0.00364724753655684,1
1685,1,0.97,0.3273714,0.02026559005178004,1
875,1,0.97,0.3862252,0.00364724753655684,1
2246,1,0.97,0.40829268,0.014100422093305172,1
771,1,0.97,0.35966486,0.04352768375945666,1
2256,1,0.97,0.35553113,0.01730873886133141,1
714,1,0.97,0.32073653,0.02056027030558156,1
2129,1,0.97,0.32957962,0.003953976528608185,1
1768,1,0.97,0.30000597,0.015216847630010558,1
711,1,0.97,0.38622516,0.00364724753655684,1
2138,1,0.97,0.29744917,0.009180750351537611,1
2088,1,0.97,0.29744917,0.009180750351537611,1
